"RTD End Time Stamp","Zone Name","Zone PTID","RTD Zonal LBMP","RTD Zonal Losses","RTD Zonal Congestion","RTD Zonal Price Version"
"2019/02/27 00:05:00","HUD VL","61758","-10.78","-0.75","0","1"
"2019/02/27 00:10:00","HUD VL","61758","0.29","0.02","0","1"
"2019/02/27 00:15:00","HUD VL","61758","25.83","1.82","0","1"
"2019/02/27 00:20:00","HUD VL","61758","20.63","1.46","0","1"
"2019/02/27 00:25:00","HUD VL","61758","20.48","1.46","0","1"
"2019/02/27 00:30:00","HUD VL","61758","24.43","1.77","0","1"
"2019/02/27 00:35:00","HUD VL","61758","24.43","1.77","0","1"
"2019/02/27 00:40:00","HUD VL","61758","21.55","1.54","0","1"
"2019/02/27 00:45:00","HUD VL","61758","25.98","1.86","0","1"
"2019/02/27 00:50:00","HUD VL","61758","25.36","1.79","0","1"
"2019/02/27 00:55:00","HUD VL","61758","24.74","1.75","0","1"
"2019/02/27 01:00:00","HUD VL","61758","27.03","1.93","0","1"
"2019/02/27 01:05:00","HUD VL","61758","25.9","1.85","0","1"
"2019/02/27 01:10:00","HUD VL","61758","25.9","1.83","0","1"
"2019/02/27 01:15:00","HUD VL","61758","26.09","1.87","0","1"
"2019/02/27 01:20:00","HUD VL","61758","26.14","1.87","0","1"
"2019/02/27 01:25:00","HUD VL","61758","26.01","1.86","0","1"
"2019/02/27 01:30:00","HUD VL","61758","25.88","1.83","0","1"
"2019/02/27 01:35:00","HUD VL","61758","25.36","1.79","0","1"
"2019/02/27 01:40:00","HUD VL","61758","25.06","1.79","0","1"
"2019/02/27 01:45:00","HUD VL","61758","25.03","1.77","0","1"
"2019/02/27 01:50:00","HUD VL","61758","24.43","1.77","0","1"
"2019/02/27 01:55:00","HUD VL","61758","26.22","1.87","0","1"
"2019/02/27 02:00:00","HUD VL","61758","18.17","1.25","0","1"
"2019/02/27 02:05:00","HUD VL","61758","24.73","1.66","0","1"
"2019/02/27 02:10:00","HUD VL","61758","24.76","1.71","0","1"
"2019/02/27 02:15:00","HUD VL","61758","25.96","1.77","0","1"
"2019/02/27 02:20:00","HUD VL","61758","25.9","1.74","0","1"
"2019/02/27 02:25:00","HUD VL","61758","25.88","1.76","0","1"
"2019/02/27 02:30:00","HUD VL","61758","25.88","1.74","0","1"
"2019/02/27 02:35:00","HUD VL","61758","25.88","1.74","0","1"
"2019/02/27 02:40:00","HUD VL","61758","25.05","1.68","0","1"
"2019/02/27 02:45:00","HUD VL","61758","24.43","1.64","0","1"
"2019/02/27 02:50:00","HUD VL","61758","21.87","1.49","0","1"
"2019/02/27 02:55:00","HUD VL","61758","21.83","1.47","0","1"
"2019/02/27 03:00:00","HUD VL","61758","22.02","1.5","0","1"
"2019/02/27 03:05:00","HUD VL","61758","34.55","2.32","0","1"
"2019/02/27 03:10:00","HUD VL","61758","34.7","2.3","0","1"
"2019/02/27 03:15:00","HUD VL","61758","34.56","2.26","0","1"
"2019/02/27 03:20:00","HUD VL","61758","28.45","1.91","0","1"
"2019/02/27 03:25:00","HUD VL","61758","28.42","1.91","0","1"
"2019/02/27 03:30:00","HUD VL","61758","25.92","1.74","0","1"
"2019/02/27 03:35:00","HUD VL","61758","22.91","1.54","0","1"
"2019/02/27 03:40:00","HUD VL","61758","24.47","1.64","0","1"
"2019/02/27 03:45:00","HUD VL","61758","24.8","1.64","0","1"
"2019/02/27 03:50:00","HUD VL","61758","24.78","1.64","0","1"
"2019/02/27 03:55:00","HUD VL","61758","25.55","1.69","0","1"
"2019/02/27 04:00:00","HUD VL","61758","18.45","1.19","0","1"
"2019/02/27 04:05:00","HUD VL","61758","21.94","1.43","0","1"
"2019/02/27 04:10:00","HUD VL","61758","21.98","1.46","0","1"
"2019/02/27 04:15:00","HUD VL","61758","21.91","1.41","0","1"
"2019/02/27 04:20:00","HUD VL","61758","21.96","1.44","0","1"
"2019/02/27 04:25:00","HUD VL","61758","22.86","1.49","0","1"
"2019/02/27 04:30:00","HUD VL","61758","21.96","1.42","0","1"
"2019/02/27 04:35:00","HUD VL","61758","24.51","1.6","0","1"
"2019/02/27 04:40:00","HUD VL","61758","24.82","1.6","0","1"
"2019/02/27 04:45:00","HUD VL","61758","24.82","1.6","0","1"
"2019/02/27 04:50:00","HUD VL","61758","28.5","1.86","0","1"
"2019/02/27 04:55:00","HUD VL","61758","28.33","1.83","0","1"
"2019/02/27 05:00:00","HUD VL","61758","23.14","1.51","0","1"
"2019/02/27 05:05:00","HUD VL","61758","23.24","1.54","0","1"
"2019/02/27 05:10:00","HUD VL","61758","23.29","1.54","0","1"
"2019/02/27 05:15:00","HUD VL","61758","26.64","1.79","0","1"
"2019/02/27 05:20:00","HUD VL","61758","26.64","1.79","0","1"
"2019/02/27 05:25:00","HUD VL","61758","26.65","1.79","0","1"
"2019/02/27 05:30:00","HUD VL","61758","26.67","1.79","0","1"
"2019/02/27 05:35:00","HUD VL","61758","26.65","1.79","0","1"
"2019/02/27 05:40:00","HUD VL","61758","35.88","2.44","0","1"
"2019/02/27 05:45:00","HUD VL","61758","26.67","1.77","0","1"
"2019/02/27 05:50:00","HUD VL","61758","35.63","2.33","0","1"
"2019/02/27 05:55:00","HUD VL","61758","35.63","2.3","0","1"
"2019/02/27 06:00:00","HUD VL","61758","21.93","1.32","0","1"
"2019/02/27 06:05:00","HUD VL","61758","36.52","2.17","0","1"
"2019/02/27 06:10:00","HUD VL","61758","43.79","2.67","0","1"
"2019/02/27 06:15:00","HUD VL","61758","39.71","2.39","0","1"
"2019/02/27 06:20:00","HUD VL","61758","39.71","2.46","0","1"
"2019/02/27 06:25:00","HUD VL","61758","39.9","2.51","0","1"
"2019/02/27 06:30:00","HUD VL","61758","39.73","2.46","0","1"
"2019/02/27 06:35:00","HUD VL","61758","39.99","2.51","0","1"
"2019/02/27 06:40:00","HUD VL","61758","41.36","2.6","0","1"
"2019/02/27 06:45:00","HUD VL","61758","43.83","2.75","0","1"
"2019/02/27 06:50:00","HUD VL","61758","39.67","2.53","0","1"
"2019/02/27 06:55:00","HUD VL","61758","39.67","2.63","0","1"
"2019/02/27 07:00:00","HUD VL","61758","39.63","2.69","0","1"
"2019/02/27 07:05:00","HUD VL","61758","39.63","2.8","0","1"
"2019/02/27 07:10:00","HUD VL","61758","37.79","2.67","0","1"
"2019/02/27 07:15:00","HUD VL","61758","36.36","2.57","0","1"
"2019/02/27 07:20:00","HUD VL","61758","39.56","2.83","0","1"
"2019/02/27 07:25:00","HUD VL","61758","39.56","2.79","0","1"
"2019/02/27 07:30:00","HUD VL","61758","39.56","2.79","0","1"
"2019/02/27 07:35:00","HUD VL","61758","39.56","2.76","0","1"
"2019/02/27 07:40:00","HUD VL","61758","39.52","2.79","0","1"
"2019/02/27 07:45:00","HUD VL","61758","39.45","2.86","0","1"
"2019/02/27 07:50:00","HUD VL","61758","36.32","2.6","0","1"
"2019/02/27 07:55:00","HUD VL","61758","34.17","2.44","0","1"
"2019/02/27 08:00:00","HUD VL","61758","39.98","3.1","0","1"
"2019/02/27 08:05:00","HUD VL","61758","32.71","2.65","0","1"
"2019/02/27 08:10:00","HUD VL","61758","32.51","2.66","0","1"
"2019/02/27 08:15:00","HUD VL","61758","31.61","2.5","0","1"
"2019/02/27 08:20:00","HUD VL","61758","35.02","2.74","0","1"
"2019/02/27 08:25:00","HUD VL","61758","38.39","3.01","0","1"
"2019/02/27 08:30:00","HUD VL","61758","34.05","2.72","0","1"
"2019/02/27 08:35:00","HUD VL","61758","31.91","2.61","0","1"
"2019/02/27 08:40:00","HUD VL","61758","31.52","2.58","0","1"
"2019/02/27 08:45:00","HUD VL","61758","29.94","2.4","0","1"
"2019/02/27 08:50:00","HUD VL","61758","25.43","2.01","0","1"
"2019/02/27 08:55:00","HUD VL","61758","27.21","2.16","0","1"
"2019/02/27 09:00:00","HUD VL","61758","25.72","2.08","0","1"
"2019/02/27 09:05:00","HUD VL","61758","0.04","0","0","1"
"2019/02/27 09:10:00","HUD VL","61758","0.04","0","0","1"
"2019/02/27 09:15:00","HUD VL","61758","18.58","1.5","0","1"
"2019/02/27 09:20:00","HUD VL","61758","21.82","1.77","0","1"
"2019/02/27 09:25:00","HUD VL","61758","25.13","2.05","0","1"
"2019/02/27 09:30:00","HUD VL","61758","25.2","2.04","0","1"
"2019/02/27 09:35:00","HUD VL","61758","29.83","2.39","0","1"
"2019/02/27 09:40:00","HUD VL","61758","29.64","2.4","0","1"
"2019/02/27 09:45:00","HUD VL","61758","28.84","2.33","0","1"
"2019/02/27 09:50:00","HUD VL","61758","28.84","2.33","0","1"
"2019/02/27 09:55:00","HUD VL","61758","28.81","2.3","0","1"
"2019/02/27 10:00:00","HUD VL","61758","34.38","2.84","0","1"
"2019/02/27 10:05:00","HUD VL","61758","30.9","2.52","0","1"
"2019/02/27 10:10:00","HUD VL","61758","30.85","2.52","0","1"
"2019/02/27 10:15:00","HUD VL","61758","30.07","2.43","0","1"
"2019/02/27 10:20:00","HUD VL","61758","28.99","2.35","0","1"
"2019/02/27 10:25:00","HUD VL","61758","26.3","2.1","0","1"
"2019/02/27 10:30:00","HUD VL","61758","29.92","2.39","0","1"
"2019/02/27 10:35:00","HUD VL","61758","29.95","2.37","0","1"
"2019/02/27 10:40:00","HUD VL","61758","27.78","2.22","0","1"
"2019/02/27 10:45:00","HUD VL","61758","32.28","2.64","0","1"
"2019/02/27 10:50:00","HUD VL","61758","33.08","2.81","0","1"
"2019/02/27 10:55:00","HUD VL","61758","32.34","2.7","0","1"
"2019/02/27 11:00:00","HUD VL","61758","33.78","2.9","0","1"
"2019/02/27 11:05:00","HUD VL","61758","34.43","2.93","0","1"
"2019/02/27 11:10:00","HUD VL","61758","33.8","2.9","0","1"
"2019/02/27 11:15:00","HUD VL","61758","33.87","2.91","0","1"
"2019/02/27 11:20:00","HUD VL","61758","33.78","2.93","0","1"
"2019/02/27 11:25:00","HUD VL","61758","34.4","3.01","0","1"
"2019/02/27 11:30:00","HUD VL","61758","41.03","3.63","0","1"
"2019/02/27 11:35:00","HUD VL","61758","40.58","3.55","0","1"
"2019/02/27 11:40:00","HUD VL","61758","40.46","3.54","0","1"
"2019/02/27 11:45:00","HUD VL","61758","34.92","3.06","0","1"
"2019/02/27 11:50:00","HUD VL","61758","34.86","3.03","0","1"
"2019/02/27 11:55:00","HUD VL","61758","50.61","4.39","0","1"
"2019/02/27 12:00:00","HUD VL","61758","79.7","-4.22","-130.27","1"
"2019/02/27 12:05:00","HUD VL","61758","50.61","2.46","-20.85","1"
"2019/02/27 12:10:00","HUD VL","61758","46.89","2.56","-16.25","1"
"2019/02/27 12:15:00","HUD VL","61758","45.49","3.48","-4.63","1"
"2019/02/27 12:20:00","HUD VL","61758","46.28","1.9","-23.77","1"
"2019/02/27 12:25:00","HUD VL","61758","34.38","2.63","-2.53","1"
"2019/02/27 12:30:00","HUD VL","61758","34.42","2.71","-1.25","1"
"2019/02/27 12:35:00","HUD VL","61758","34.45","2.67","-1.45","1"
"2019/02/27 12:40:00","HUD VL","61758","44.88","2.51","-13.89","1"
"2019/02/27 12:45:00","HUD VL","61758","34.37","2.66","0","1"
"2019/02/27 12:50:00","HUD VL","61758","33.06","2.56","0","1"
"2019/02/27 12:55:00","HUD VL","61758","34.4","2.67","0","1"
"2019/02/27 13:00:00","HUD VL","61758","26.66","2.11","0","1"
"2019/02/27 13:05:00","HUD VL","61758","30.98","2.51","0","1"
"2019/02/27 13:10:00","HUD VL","61758","31.02","2.48","0","1"
"2019/02/27 13:15:00","HUD VL","61758","32.9","2.69","0","1"
"2019/02/27 13:20:00","HUD VL","61758","33.78","2.79","0","1"
"2019/02/27 13:25:00","HUD VL","61758","33.08","2.73","0","1"
"2019/02/27 13:30:00","HUD VL","61758","32.96","2.72","0","1"
"2019/02/27 13:35:00","HUD VL","61758","32.82","2.68","0","1"
"2019/02/27 13:40:00","HUD VL","61758","32.02","2.59","0","1"
"2019/02/27 13:45:00","HUD VL","61758","27.5","2.15","0","1"
"2019/02/27 13:50:00","HUD VL","61758","32.94","2.64","0","1"
"2019/02/27 13:55:00","HUD VL","61758","26.93","2.13","0","1"
"2019/02/27 14:00:00","HUD VL","61758","40.41","3.27","0","1"
"2019/02/27 14:05:00","HUD VL","61758","40.75","3.33","0","1"
"2019/02/27 14:10:00","HUD VL","61758","40.53","3.31","0","1"
"2019/02/27 14:15:00","HUD VL","61758","40.69","3.39","0","1"
"2019/02/27 14:20:00","HUD VL","61758","40.69","3.39","0","1"
"2019/02/27 14:25:00","HUD VL","61758","40.65","3.39","0","1"
"2019/02/27 14:30:00","HUD VL","61758","40.65","3.39","0","1"
"2019/02/27 14:35:00","HUD VL","61758","40.77","3.43","0","1"
"2019/02/27 14:40:00","HUD VL","61758","40.65","3.39","0","1"
"2019/02/27 14:45:00","HUD VL","61758","40.61","3.39","0","1"
"2019/02/27 14:50:00","HUD VL","61758","40.77","3.43","0","1"
"2019/02/27 14:55:00","HUD VL","61758","40.99","3.49","0","1"
"2019/02/27 15:00:00","HUD VL","61758","36.18","3.05","0","1"
"2019/02/27 15:05:00","HUD VL","61758","32.9","2.8","0","1"
"2019/02/27 15:10:00","HUD VL","61758","35.5","3.02","0","1"
"2019/02/27 15:15:00","HUD VL","61758","33.61","2.86","0","1"
"2019/02/27 15:20:00","HUD VL","61758","33.61","2.8","0","1"
"2019/02/27 15:25:00","HUD VL","61758","34.19","2.82","0","1"
"2019/02/27 15:30:00","HUD VL","61758","34.26","2.83","0","1"
"2019/02/27 15:35:00","HUD VL","61758","35.25","2.94","0","1"
"2019/02/27 15:40:00","HUD VL","61758","35.47","2.99","0","1"
"2019/02/27 15:45:00","HUD VL","61758","42.61","2.91","-8.36","1"
"2019/02/27 15:50:00","HUD VL","61758","43.15","2.64","-12.09","1"
"2019/02/27 15:55:00","HUD VL","61758","38.63","3.29","0","1"
"2019/02/27 16:00:00","HUD VL","61758","32.32","2.67","0","1"
"2019/02/27 16:05:00","HUD VL","61758","34.02","2.78","0","1"
"2019/02/27 16:10:00","HUD VL","61758","34.43","2.79","0","1"
"2019/02/27 16:15:00","HUD VL","61758","40.79","3.37","0","1"
"2019/02/27 16:20:00","HUD VL","61758","42.86","3.57","0","1"
"2019/02/27 16:25:00","HUD VL","61758","42.72","3.6","0","1"
"2019/02/27 16:30:00","HUD VL","61758","42.77","3.6","0","1"
"2019/02/27 16:35:00","HUD VL","61758","43.41","3.62","0","1"
"2019/02/27 16:40:00","HUD VL","61758","44.09","3.64","0","1"
"2019/02/27 16:45:00","HUD VL","61758","43.68","3.68","0","1"
"2019/02/27 16:50:00","HUD VL","61758","45.77","3.78","0","1"
"2019/02/27 16:55:00","HUD VL","61758","45.77","3.78","0","1"
"2019/02/27 17:00:00","HUD VL","61758","44.48","3.56","0","1"
"2019/02/27 17:05:00","HUD VL","61758","64.65","4.9","0","1"
"2019/02/27 17:10:00","HUD VL","61758","54.45","4.13","0","1"
"2019/02/27 17:15:00","HUD VL","61758","46.11","3.42","0","1"
"2019/02/27 17:20:00","HUD VL","61758","46.62","3.53","0","1"
"2019/02/27 17:25:00","HUD VL","61758","46.32","3.51","0","1"
"2019/02/27 17:30:00","HUD VL","61758","46.4","3.52","0","1"
"2019/02/27 17:35:00","HUD VL","61758","45.76","3.55","0","1"
"2019/02/27 17:40:00","HUD VL","61758","46.32","3.55","0","1"
"2019/02/27 17:45:00","HUD VL","61758","46.44","3.52","0","1"
"2019/02/27 17:50:00","HUD VL","61758","50.98","3.86","0","1"
"2019/02/27 17:55:00","HUD VL","61758","51.81","3.93","0","1"
"2019/02/27 18:00:00","HUD VL","61758","51.68","3.83","0","1"
"2019/02/27 18:05:00","HUD VL","61758","47.98","3.47","0","1"
"2019/02/27 18:10:00","HUD VL","61758","51.62","3.83","0","1"
"2019/02/27 18:15:00","HUD VL","61758","51.47","3.77","0","1"
"2019/02/27 18:20:00","HUD VL","61758","52.26","3.78","0","1"
"2019/02/27 18:25:00","HUD VL","61758","53.65","3.93","0","1"
"2019/02/27 18:30:00","HUD VL","61758","53.65","3.93","0","1"
"2019/02/27 18:35:00","HUD VL","61758","53.6","3.97","0","1"
"2019/02/27 18:40:00","HUD VL","61758","52.16","3.82","0","1"
"2019/02/27 18:45:00","HUD VL","61758","47.39","3.43","0","1"
"2019/02/27 18:50:00","HUD VL","61758","47.48","3.44","0","1"
"2019/02/27 18:55:00","HUD VL","61758","47.61","3.45","0","1"
"2019/02/27 19:00:00","HUD VL","61758","46.84","3.47","0","1"
"2019/02/27 19:05:00","HUD VL","61758","45.32","3.36","0","1"
"2019/02/27 19:10:00","HUD VL","61758","44.91","3.29","0","1"
"2019/02/27 19:15:00","HUD VL","61758","45.8","3.39","0","1"
"2019/02/27 19:20:00","HUD VL","61758","45.79","3.35","0","1"
"2019/02/27 19:25:00","HUD VL","61758","45.66","3.34","0","1"
"2019/02/27 19:30:00","HUD VL","61758","45.94","3.36","0","1"
"2019/02/27 19:35:00","HUD VL","61758","47.07","3.37","0","1"
"2019/02/27 19:40:00","HUD VL","61758","46.71","3.34","0","1"
"2019/02/27 19:45:00","HUD VL","61758","45.75","3.31","0","1"
"2019/02/27 19:50:00","HUD VL","61758","44.81","3.28","0","1"
"2019/02/27 19:55:00","HUD VL","61758","41.62","3.08","0","1"
"2019/02/27 20:00:00","HUD VL","61758","46.87","3.43","0","1"
"2019/02/27 20:05:00","HUD VL","61758","46.71","3.42","0","1"
"2019/02/27 20:10:00","HUD VL","61758","45.45","3.29","0","1"
"2019/02/27 20:15:00","HUD VL","61758","44.6","3.3","0","1"
"2019/02/27 20:20:00","HUD VL","61758","43.88","3.33","0","1"
"2019/02/27 20:25:00","HUD VL","61758","43.1","3.23","0","1"
"2019/02/27 20:30:00","HUD VL","61758","45.12","3.42","0","1"
"2019/02/27 20:35:00","HUD VL","61758","43.53","3.3","0","1"
"2019/02/27 20:40:00","HUD VL","61758","40.11","3","0","1"
"2019/02/27 20:45:00","HUD VL","61758","45.28","3.43","0","1"
"2019/02/27 20:50:00","HUD VL","61758","43.75","3.35","0","1"
"2019/02/27 20:55:00","HUD VL","61758","43.13","3.27","0","1"
"2019/02/27 21:00:00","HUD VL","61758","42.98","3.44","0","1"
"2019/02/27 21:05:00","HUD VL","61758","41.46","3.35","0","1"
"2019/02/27 21:10:00","HUD VL","61758","41.46","3.35","0","1"
"2019/02/27 21:15:00","HUD VL","61758","41.4","3.01","-4.19","1"
"2019/02/27 21:20:00","HUD VL","61758","40.74","2.8","-6.17","1"
"2019/02/27 21:25:00","HUD VL","61758","35.33","2.83","0","1"
"2019/02/27 21:30:00","HUD VL","61758","35.25","2.82","0","1"
"2019/02/27 21:35:00","HUD VL","61758","35.29","2.82","0","1"
"2019/02/27 21:40:00","HUD VL","61758","34.79","2.76","0","1"
"2019/02/27 21:45:00","HUD VL","61758","42.65","2.91","-5.89","1"
"2019/02/27 21:50:00","HUD VL","61758","301.22","-1.03","-314.34","1"
"2019/02/27 21:55:00","HUD VL","61758","187.17","0.21","-184.44","1"
"2019/02/27 22:00:00","HUD VL","61758","34.82","2.45","-2.55","1"
"2019/02/27 22:05:00","HUD VL","61758","39.14","2.17","-9.88","1"
"2019/02/27 22:10:00","HUD VL","61758","39.81","2.43","-7.69","1"
"2019/02/27 22:15:00","HUD VL","61758","42.97","2.05","-14.7","1"
"2019/02/27 22:20:00","HUD VL","61758","34.47","2.39","-1.47","1"
"2019/02/27 22:25:00","HUD VL","61758","33.08","2.39","0","1"
"2019/02/27 22:30:00","HUD VL","61758","39.77","2.06","-10.89","1"
"2019/02/27 22:35:00","HUD VL","61758","43.2","1.99","-15.09","1"
"2019/02/27 22:40:00","HUD VL","61758","38.84","2.03","-9.79","1"
"2019/02/27 22:45:00","HUD VL","61758","42.17","2.11","-12.27","1"
"2019/02/27 22:50:00","HUD VL","61758","34.67","2.45","0","1"
"2019/02/27 22:55:00","HUD VL","61758","36.84","2.57","0","1"
"2019/02/27 23:00:00","HUD VL","61758","38.41","2.12","-8.07","1"
"2019/02/27 23:05:00","HUD VL","61758","36.04","1.17","-19.21","1"
"2019/02/27 23:10:00","HUD VL","61758","34.51","2.28","-1.87","1"
"2019/02/27 23:15:00","HUD VL","61758","32.83","2.23","0","1"
"2019/02/27 23:20:00","HUD VL","61758","32.73","2.23","0","1"
"2019/02/27 23:25:00","HUD VL","61758","30.77","2.07","0","1"
"2019/02/27 23:30:00","HUD VL","61758","31.09","2.06","0","1"
"2019/02/27 23:35:00","HUD VL","61758","30.77","2.04","0","1"
"2019/02/27 23:40:00","HUD VL","61758","30.61","2.03","0","1"
"2019/02/27 23:45:00","HUD VL","61758","32.79","2.2","0","1"
"2019/02/27 23:50:00","HUD VL","61758","34.59","2.26","0","1"
"2019/02/27 23:55:00","HUD VL","61758","34.59","2.29","0","1"
"2019/02/28 00:00:00","HUD VL","61758","41.73","2.98","0","1"
"2019/02/28 00:05:00","HUD VL","61758","37.69","2.85","-0.05","1"
"2019/02/28 00:10:00","HUD VL","61758","49.9","2.26","-19.44","1"
"2019/02/28 00:15:00","HUD VL","61758","44.93","1.99","-17.81","1"
"2019/02/28 00:20:00","HUD VL","61758","39.78","2.37","-6.7","1"
"2019/02/28 00:25:00","HUD VL","61758","41.82","2.29","-8.95","1"
"2019/02/28 00:30:00","HUD VL","61758","37.8","2.32","-4.58","1"
"2019/02/28 00:35:00","HUD VL","61758","33.63","2.37","-0.05","1"
"2019/02/28 00:40:00","HUD VL","61758","30.8","2.15","0","1"
"2019/02/28 00:45:00","HUD VL","61758","30.8","2.12","0","1"
"2019/02/28 00:50:00","HUD VL","61758","31.93","2.2","0","1"
"2019/02/28 00:55:00","HUD VL","61758","33.32","2.3","0","1"
"2019/02/28 01:00:00","HUD VL","61758","33.39","2.3","0","1"
"2019/02/28 01:05:00","HUD VL","61758","35.26","2.46","0","1"
"2019/02/28 01:10:00","HUD VL","61758","33.53","2.34","0","1"
"2019/02/28 01:15:00","HUD VL","61758","32.81","2.29","0","1"
"2019/02/28 01:20:00","HUD VL","61758","32.64","2.25","0","1"
"2019/02/28 01:25:00","HUD VL","61758","34.8","2.23","-2.43","1"
"2019/02/28 01:30:00","HUD VL","61758","32.61","2.22","0","1"
"2019/02/28 01:35:00","HUD VL","61758","32.64","2.25","0","1"
"2019/02/28 01:40:00","HUD VL","61758","32.48","2.21","0","1"
"2019/02/28 01:45:00","HUD VL","61758","32.06","2.18","0","1"
"2019/02/28 01:50:00","HUD VL","61758","30.8","2.12","0","1"
"2019/02/28 01:55:00","HUD VL","61758","33.45","2.34","0","1"
"2019/02/28 02:00:00","HUD VL","61758","39.64","2.72","-0.69","1"
"2019/02/28 02:05:00","HUD VL","61758","41.8","2.22","-9.97","1"
"2019/02/28 02:10:00","HUD VL","61758","54.84","1.04","-39.53","1"
"2019/02/28 02:15:00","HUD VL","61758","74.82","1.24","-56.85","1"
"2019/02/28 02:20:00","HUD VL","61758","55.19","2.02","-26.21","1"
"2019/02/28 02:25:00","HUD VL","61758","57.91","1.95","-29.65","1"
"2019/02/28 02:30:00","HUD VL","61758","44.76","2.1","-13.86","1"
"2019/02/28 02:35:00","HUD VL","61758","56.34","1.47","-34.69","1"
"2019/02/28 02:40:00","HUD VL","61758","44.76","2.1","-13.94","1"
"2019/02/28 02:45:00","HUD VL","61758","44.21","2.14","-13.17","1"
"2019/02/28 02:50:00","HUD VL","61758","44.88","2.1","-13.93","1"
"2019/02/28 02:55:00","HUD VL","61758","44.21","2.14","-12.72","1"
"2019/02/28 03:00:00","HUD VL","61758","44.19","2.08","-13.63","1"
"2019/02/28 03:05:00","HUD VL","61758","45","1.19","-27.58","1"
"2019/02/28 03:10:00","HUD VL","61758","56.36","1.48","-34.64","1"
"2019/02/28 03:15:00","HUD VL","61758","44.76","1.95","-16.85","1"
"2019/02/28 03:20:00","HUD VL","61758","44.22","1.96","-16.17","1"
"2019/02/28 03:25:00","HUD VL","61758","56.39","1.52","-34.56","1"
"2019/02/28 03:30:00","HUD VL","61758","57.29","1.78","-31.74","1"
"2019/02/28 03:35:00","HUD VL","61758","57.3","1.79","-31.71","1"
"2019/02/28 03:40:00","HUD VL","61758","72.06","1.74","-47.1","1"
"2019/02/28 03:45:00","HUD VL","61758","63.13","1.82","-37.07","1"
"2019/02/28 03:50:00","HUD VL","61758","71.29","1.77","-45.9","1"
"2019/02/28 03:55:00","HUD VL","61758","71.21","1.78","-45.64","1"
"2019/02/28 04:00:00","HUD VL","61758","44.89","1.2","-27.46","1"
"2019/02/28 04:05:00","HUD VL","61758","41.97","1.24","-23.98","1"
"2019/02/28 04:10:00","HUD VL","61758","37.32","1.88","-10.67","1"
"2019/02/28 04:15:00","HUD VL","61758","27.45","1.89","0","1"
"2019/02/28 04:20:00","HUD VL","61758","27.62","1.93","0","1"
"2019/02/28 04:25:00","HUD VL","61758","28.21","1.97","0","1"
